Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Dual,Models,32GB 3GB RAM,_1,_1_1,SAR,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Keyboard,Browser,Alert types,Clock,Alarm,Languages
b'allview',b'Allview Soul X6 Xtreme',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x6-xtr.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 5, 7, 8, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'157 x 74.3 x 8.9 mm (6.18 x 2.93 x 0.35 in)',b'176.6 g (6.24 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.39 inches, 100.2 cm2 (~85.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6771 Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'Motorized pop-up 8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3450 mAh, non-removable'","b'Fast charging 18W, 20% in 15 min (advertised) Wireless charging'",b'Urban Violet',b'About 360 EUR',"b'16 MP, f/1.8, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,b'0.97 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P10 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'161.5 x 76.5 x 8.8 mm (6.36 x 3.01 x 0.35 in)',b'182 g (6.42 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~74.9% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~269 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',,b'microSDXC',b'32GB 3GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'1080p@30fps',b'8 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",b'Li-Po 3000 mAh battery',,b'Dark Green',,"b'13 MP, AF QVGA'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'1.38 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P10 Max',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'160.7 x 77.7 x 8.3 mm (6.33 x 3.06 x 0.33 in)',b'172 g (6.07 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~74.2% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~179 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',,b'microSDXC',b'8GB 1GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",b'Li-Po 3200 mAh battery',,b'Blue Purple',,,,,,,,,,,,,b'13 MP',,,,,,,,,,,,,,,,,,b'0.85 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P10 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'144.2 x 72 x 9.9 mm (5.68 x 2.83 x 0.39 in)',b'152.6 g (5.40 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A53',,b'microSDXC',b'8GB 1GB RAM',,,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Po 2400 mAh battery',,b'Black',,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,b'0.72 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P10 Life',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-life.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, January'","b'Available. Released 2019, January'",b'149.4 x 71.9 x 9.4 mm (5.88 x 2.83 x 0.37 in)',b'177.6 g (6.28 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~68.5% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',,b'microSDXC',b'16GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Po 2500 mAh battery',,b'Blue',,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,b'0.80 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview A10 Lite 2019',b'https://fdn2.gsmarena.com/vv/bigpic/allview-10-lite-2019.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, October'","b'Available. Released 2018, October'",b'145.5 x 71.8 x 9.9 mm (5.73 x 2.83 x 0.39 in)',b'152 g (5.36 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~70.4% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',,,"b'LED flash, HDR'",b'720p',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2150 mAh battery',,"b'Black, Gold'",,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,b'0.97 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview Allwatch Hybrid T',b'https://fdn2.gsmarena.com/vv/bigpic/allview-hybrid-t.jpg',b'No cellular connectivity',b'N/A',,,,"b'2018, December'","b'Available. Released 2018, December'",b'50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)',b'88 g (3.10 oz)',,b'No',b'LCD',"b'1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~278 ppi density)'",,,,,b'No',,b'No',,,,,,,b'No',b'No',b'No',"b'4.2, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 200 mAh, non-removable'",,b'Black',,,,,,,,,,,,,,,,b'No',b'No',,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,,,,,,,,,,
b'allview',b'Allview Allwatch Hybrid S',b'https://fdn2.gsmarena.com/vv/bigpic/allview-hybrid-s.jpg',b'No cellular connectivity',b'N/A',,,,"b'2018, December'","b'Available. Released 2018, December'",b'50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)',b'88 g (3.10 oz)',,b'No',b'LCD',"b'1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~278 ppi density)'",,,,,b'No',,b'No',,,,,,,b'No',b'No',b'No',"b'4.2, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 200 mAh, non-removable'",,b'Dark Gray',,,,,,,,,,,,,,,,b'No',b'No',,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,,,,,,,,,,
b'allview',b'Allview A10 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/allview-a10-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, November'","b'Available. Released 2018, November'",b'151 x 71.8 x 9.6 mm (5.94 x 2.83 x 0.38 in)',b'150 g (5.29 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~67.9% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',,,"b'LED flash, HDR'",b'720p',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2200 mAh battery',,b'Gray',,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,b'0.99 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview Soul X5 Style',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5-style.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'","b'2018, November'","b'Available. Released 2018, November'",b'157.2 x 76.3 x 8.1 mm (6.19 x 3.00 x 0.32 in)',b'168 g (5.93 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~80.7% screen-to-body ratio)'",b'720 x 1500 pixels (~268 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, f/2.2'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Blue, Gold'",b'About 220 EUR',"b'13 MP, AF 2 MP, (depth)'",,,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,b'1.21 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview Allwatch V',b'https://fdn2.gsmarena.com/vv/bigpic/allview-allwatch-v.jpg',b'No cellular connectivity',b'N/A',,,,"b'2018, June'","b'Available. Released 2018, June'",b'42 x 40 x 9.4 mm (1.65 x 1.57 x 0.37 in)',b'39 g (1.38 oz)',,b'No',b'LCD',"b'1.3 inches, 5.5 cm2 (~32.5% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~261 ppi density)'",,,,,b'No',,b'IP54',,,,,,,b'No',b'No',b'No',"b'4.0, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 130 mAh, non-removable'",,b'Black',,,,,b'No',,,,,,,,,,,b'No',b'No',,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,,,,,,,,,,
b'allview',b'Allview Soul X5 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE'","b'2018, August'","b'Available. Released 2018, August'",b'149.4 x 70.2 x 8.8 mm (5.88 x 2.76 x 0.35 in)',b'156 g (5.50 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.67 inches, 81.0 cm2 (~77.2% screen-to-body ratio)'",b'720 x 1498 pixels (~293 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'1080p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3050 mAh, non-removable'",,"b'Black, Gold'",,"b'13 MP, AF 0.3 MP, (depth)'",,,,,,,,,,,,,b'Asahi Glass',,,,,,,,,,,,,,,,b'0.66 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P10 Style',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-style.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, October'","b'Available. Released 2018, October'",b'145.8 x 70 x 8.8 mm (5.74 x 2.76 x 0.35 in)',b'140 g (4.94 oz)',,b'Hybrid Dual SIM (Micro-SIM/Nano SIM)',b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739M (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',b'eMMC 5.1',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 a/b/g/n',"b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2300 mAh, non-removable'",,"b'Black, Gold'",,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,b'1.26 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview X5 Soul',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'","b'2018, August'","b'Available. Released 2018, August'",b'149 x 72 x 7.9 mm (5.87 x 2.83 x 0.31 in)',b'185 g (6.53 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.86 inches, 85.7 cm2 (~79.9% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~287 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,b'Black',,"b'16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)'",b'X5_Soul',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.89 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview Soul X5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x5-soul-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'","b'2018, June'","b'Available. Released 2018, June'",b'155 x 75.5 x 7.9 mm (6.10 x 2.97 x 0.31 in)',b'210 g (7.41 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)'","b'1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",b'Charging 10W Wireless charging',b'Gold',b'About 330 EUR',"b'16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)'",b'X5_Soul_Pro',,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,b'1.02 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview P8 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p8-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'153 x 75.2 x 8 mm (6.02 x 2.96 x 0.31 in)',b'186.5 g (6.60 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.45 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',b'eMMC 5.0',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,b'Gold',,,b'P8 PRO',,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,b'1.39 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview X4 Soul Infinity Plus',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x4sip.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'158.7 x 75.2 x 8 mm (6.25 x 2.96 x 0.31 in)',b'156 g (5.50 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~77.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6757 Helio P25 (16 nm)',b'Octa-core (4x2.4 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53)',b'Mali-T880MP2',b'microSDXC (uses shared SIM slot)',b'64GB 6GB RAM',,,"b'Dual-LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",b'13 MP',b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP, EDR, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3050 mAh, non-removable'",,b'Black',b'About 450 EUR',"b'13 MP, 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,,,,,,,,,,,b'1.65 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview X4 Soul Infinity L',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x4sil.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in)',b'155 g (5.47 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.45 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',b'eMMC 5.0',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,"b'Night Sky, Mocha Gold'",,,,,,,,,,,,,b'5 MP',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,b'1.89 W/kg (head)',,,,,,,,,,,
b'allview',b'Allview X4 Soul Infinity N',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x4sin.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in)',b'155 g (5.47 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6750T (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',b'eMMC 5.1',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 3000 mAh, non-removable'",,"b'Night Sky, Mocha Gold, Steel Gray'",,,,,,,,,,,,,b'8 MP',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,b'1.28 W/kg (head)',,,,,,,,,,,
