Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
b'lg',b'LG X max',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, December'",b'151.6 x 76.9 x 7.2 mm (5.97 x 3.03 x 0.28 in)',b'133 g (4.69 oz)',b'Nano-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC',b'16GB 1.5GB RAM',,,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2800 mAh, removable'",b'Dark Blue',"b'K240, X155'",b'About 200 EUR',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG X mach',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-mach.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps'","b'2016, June'","b'Available. Released 2016, September'",b'149.1 x 76.5 x 8.9 mm (5.87 x 3.01 x 0.35 in)',b'150 g (5.29 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 82.2 cm2 (~72.0% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~538 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8992 Snapdragon 808 (20 nm)',b'Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57)',b'Adreno 418',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 5.0',,"b'LED flash, HDR, panorama'",b'4K@30fps',"b'12.3 MP, f/2.0, 1.55\xc2\xb5m, AF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, removable'","b'Titan, White'",b'K600',b'About 240 EUR',,,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,,,,,,,,,,b'8 MP',,,,,,,,b'Up to 300 h (3G)',b'0.44 W/kg (head)',b'Up to 13 h (3G)',,,,,,,,,,,
b'lg',b'LG G Pad III 8.0 FHD',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-iii-8.0-fhd.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, May'","b'Available. Released 2016, May'",b'210.7 x 124.1 x 7.9 mm (8.30 x 4.89 x 0.31 in)',b'-',b'Nano-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~71.0% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'","b'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)'",b'Qualcomm MSM8952 Snapdragon 617 (28 nm)',b'Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 5.1',,b'Panorama',b'1080p@30fps',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Ion 4800 mAh, non-removable'",b'Dark Blue',,b'About 300 EUR',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,
b'lg',b'LG G Pad X 8.0',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-x-80.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 3, 4, 7, 12'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, June'","b'Available. Released 2016, June'",b'210.8 x 121.9 x 7.9 mm (8.30 x 4.80 x 0.31 in)',b'309 g (10.90 oz)',b'Nano-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'eMMC 4.5',,b'Panorama',b'1080p@30fps',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Ion 4800 mAh, non-removable'",b'White/Gold',"b'V520, V521'",b'About 220 EUR',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG X power',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-power.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20 - K220'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, September'",b'148.9 x 74.9 x 7.9 mm (5.86 x 2.95 x 0.31 in)',b'139 g (4.90 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~69.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'",b'Android 6.0.1 (Marshmallow)',"b'Mediatek MT6735 (28 nm)Mediatek MT6755M (28 nm) - LS755Qualcomm MSM8909 Snapdragon 210 (28 nm) - US610, K450'","b'Quad-core 1.3 GHz Cortex-A53Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - LS755Quad-core 1.3 GHz Cortex-A7 - US610, K450'","b'Mali-T720Mali-T860MP2 - LS755Adreno 304 - US610, K450'",b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'CDMA 800 / 1900 - LS755, US610'",,"b'LED flash, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, 1/4.0"", 1.12\xc2\xb5m, AF 8 MP, AF (LS755, US610, K450)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1/4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 4100 mAh, non-removable'","b'Indigo, White, Gold'","b'K220, LS755, US610, K450, LGLS755, F750K, K210, LGUS610'",b'About 130 EUR',,,,b'Charging 10W',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - LS755',b'eMMC 4.5',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,"b'5 MP, f/2.4'",,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG X style',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-style.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, September'",b'144.8 x 71.4 x 6.9 mm (5.70 x 2.81 x 0.27 in)',b'121 g (4.27 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Adreno 304',b'microSDXC (dedicated slot)',b'16GB 1.5GB RAM',b'HSDPA 900 / 2100 - K200DS',,"b'LED flash, panorama'",b'1080p@30fps',"b'8 MP, AF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2100 mAh, non-removable'","b'Black, White, Titan'",b'K200',b'About 70 EUR',,,,,"b'3, 7, 20 - K200DS'",b'eMMC 4.5',,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Stylus 2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylus-2-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - K535N',"b'1, 3, 7, 8, 38, 39, 40, 41 - K535N'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, July'",b'155 x 79.6 x 7.4 mm (6.10 x 3.13 x 0.29 in)',b'146 g (5.15 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 89.6 cm2 (~72.6% screen-to-body ratio)'","b'1080 x 1920 pixels720 x 1280 pixels - K550 model, 16:9 ratio (~386 ppi density)'","b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.2 GHz Cortex-A53 or Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM (K530,MS550); 16GB 3GB RAM, 32GB 3GB RAM (K535D)'","b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - MS550, K550'",,"b'LED flash, panorama'",b'1080p@30fps',"b'13 MP or 16 MP, f/2.2, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1/4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted; region dependent), accelerometer, proximity, compass'","b'Li-Ion 3000/2900 mAh, removable'","b'Titan, Gold, Brown'","b'K550, K530, K535, MS550, LGMS550, K557'",b'About 180 EUR',,,,,b'HSDPA 900 / 1900 / 2100 - K535D',b'eMMC 5.1',,,,b'Corning Gorilla Glass 3',b'LED flash',,,,,,,,,,,,,,b'5 or 8 MP',,,,,,,,b'Up to 315 h (3G)',,b'Up to 7 h 30 min (3G)',,,,,,,,,,,
b'lg',b'LG Stylo 2',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylo2-1.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA2000 1xEV-DO',"b'2, 4, 5, 12, 25, 26, 41 - LS775'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'155 x 79.5 x 7.4 mm (6.10 x 3.13 x 0.29 in)',b'144.6 g (5.11 oz)',b'Nano-SIM',b'IPS LCD',"b'5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'",b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",b'Black',"b'LGLS775, VS835, K540, LGL82VL'",b'About 150 EUR',,,,,b'HSDPA 850 / 1700(AWS) / 1900 / 2100',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K5',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - X220',"b'1, 3, 7, 8, 20 - X220'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, March'","b'Available. Released 2016, June'",b'145 x 71.6 x 8.9 mm (5.71 x 2.82 x 0.35 in)',b'128 g (4.52 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 5.1.1 (Lollipop)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'HSDPA 850 / 900 / 2100 - X220ds',,b'LED flash',b'1080p@30fps',"b'5 MP, f/2.8, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1900 mAh, removable'","b'Gold, Silver, Titan'",b'X220',b'About 120 EUR',,,,,,,,,,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,"b'2 MP, f/2.8'",,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K3',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k3.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - K100',"b'1, 3, 7, 8, 20 - K100'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, September'",b'133.8 x 67.7 x 9.4 mm (5.27 x 2.67 x 0.37 in)',b'127 g (4.48 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737M - K100Qualcomm MSM8909 Snapdragon 210 (28 nm) - LS450',b'Quad-core 1.1 GHz Cortex-A53Quad-core 1.1 GHz Cortex-A7',b'Mali-T720MP2Adreno 304',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'CDMA 800 / 1900 - LS450',,b'LED flash - LS450 only',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1940 mAh, removable'",b'Black/Dark BLue',"b'&, 1050;100, LS450, K100'",b'About 100 EUR',,,,,b'HSDPA 850 / 1700(AWS) / 1900 - LS450',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G5 SE',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - H840',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - H840'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, April'","b'Available. Released 2016, June'",b'149.4 x 73.9 x 7.3 mm (5.88 x 2.91 x 0.29 in)',b'156 g (5.50 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~70.1% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~554 ppi density)'","b'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), LG Optimus UX UI 5'",b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (uses shared SIM slot) - dual SIM model only',b'32GB 3GB RAM',b'Always-on display',,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps, HDR, stereo sound rec.'","b'8 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum'","b'Li-Ion 2800 mAh, removable'","b'Silver, Titan, Gold'","b'H845, H840, H848'",b'About 350 EUR',"b'16 MP, f/1.8, 29mm (standard), 1/2.6"", Laser AF, 3-axis OIS 8 MP, f/2.4, 12mm (ultrawide), 1/3.2""'",,,b'Fast charging 18W Quick Charge 3.0',b'eMMC 5.1',,,,,b'Corning Gorilla Glass 4',,,,,,,,,,,,,,,,,,,,,,,b'Up to 380 h (3G)',,b'Up to 20 h (3G)',b'Yes',,,,,,,,,,
b'lg',b'LG G5',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g5.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - H850',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - H850'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps or LTE-A Cat9 (3CA) 450/50 Mbps, EV-DO Rev.A 3.1 Mbps'","b'2016, February 21'","b'Available. Released 2016, April 01'",b'149.4 x 73.9 x 7.7 mm (5.88 x 2.91 x 0.30 in)',b'159 g (5.61 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~70.1% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~554 ppi density)'","b'Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), LG UX 5 UI'",b'Qualcomm MSM8996 Snapdragon 820 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (uses shared SIM slot) - dual SIM model only',b'32GB 4GB RAM',"b'CDMA 800 / 1900 - VS987, US992'",,"b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps, HDR, stereo sound rec.'","b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum'","b'Li-Ion 2800 mAh, removable'","b'Silver, Titan, Gold, Pink'","b'H860, H850, F700L, VS987, H830, H831, H820, H840, LGLS992, LGUS992, F700S, F700K, RS988, LGAS992, H820PR'",b'About 300 EUR',"b'16 MP, f/1.8, 26mm (wide), 1/2.6"", Laser AF, 3-axis OIS 8 MP, f/2.4, 9mm, 1/3.6"", no AF'",,,b'Fast charging 18W Quick Charge 3.0',"b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - H830, US992'",b'24-bit/192kHz audio',,,"b'Glass front (Gorilla Glass 4), aluminum back, aluminum frame'",b'Corning Gorilla Glass 4',,,b'Basemark OS II 2.0: 2314Basemark X: 27577',"b'Contrast ratio: 1855:1 (nominal), 2.905 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 70dB / Ring 73dB',b'Endurance rating 60h',,,,,,,,,,,b'Noise -92.6dB / Crosstalk -93.3dB',,,,,b'Up to 400 h (3G)',b'0.52 W/kg (head) \xc2\xa0 \xc2\xa0 1.24 W/kg (body)',b'Up to 20 h (3G)',b'Yes',,,,,,,,,,
b'lg',b'LG X cam',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-cam-k580.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, June'",b'147.5 x 73.6 x 6.9 mm (5.81 x 2.90 x 0.27 in)',b'118 g (4.16 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.14 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,,"b'LED flash, panorama'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2520 mAh, non-removable'","b'Titan Silver, White, Gold, Pink Gold'","b'K580, F690L'",b'About 210 EUR',"b'13 MP, f/2.0, AF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 260 h (2G) / Up to 260 h (3G)',b'0.56 W/kg (head)',b'Up to 6 h (2G) / Up to 7 h (3G)',,,,,,,,,,,
b'lg',b'LG X screen',b'https://fdn2.gsmarena.com/vv/bigpic/lg-x-screen-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - K500N',"b'1, 3, 7, 8, 20 - K500N'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, February'","b'Available. Released 2016, March'",b'142.6 x 71.8 x 7.1 mm (5.61 x 2.83 x 0.28 in)',b'120 g (4.23 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'4.93 inches, 67.0 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~298 ppi density)'",b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'3, 7, 20, 38 - K500DS'",,"b'LED flash, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market dependent)',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2300 mAh, non-removable'","b'Black, White, Pink Gold'","b'K500, K500n, F650K'",b'About 130 EUR',,,,,"b'Secondary display, 80 x 520 pixels, 1.76 inches'",b'eMMC 4.5',,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,b'Up to 120 h (2G) / Up to 120 h (3G)',b'0.55 W/kg (head)',b'Up to 9 h (2G) / Up to 14 h (3G)',,,,,,,,,,,
